,Unnamed: 0,Video ID,Title,Duration,Upload Date,authorDisplayName,date,likeCount,comment,comment_en,roberta_negative,roberta_neutral,roberta_positive,roberta_label,roberta_polarity,vader_negative,vader_neutral,vader_positive,compound,vader_label,vader_polarity
3323,3323,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@reimerracho6724,25.01.2025,0.0,❤❤❤❤CR7 ☠️ 2008☠️,❤❤❤❤CR7 ☠️ 2008☠️,0.020883493,0.2601477,0.7189688,positive,0.603151,0.0,0.488,0.512,0.9274,positive,0.47150203662046075
3324,3324,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@GGUFL759,08.01.2025,0.0,GG❤,GG❤,0.005263701,0.03305095,0.9616853,positive,0.74267644,0.0,0.123,0.877,0.7983,positive,0.7049132178644486
3325,3325,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@Arfanonzzz,07.01.2025,0.0,Let&#39; become you a Ronaldo,Let&#39; become you a Ronaldo,0.044491284,0.68674386,0.26876482,neutral,0.22058746,0.0,1.0,0.0,0.0,neutral,0.0
3326,3326,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@trinhthuytrang05,26.12.2024,0.0,Garnacho❤❤❤❤❤❤❤,GARNACHO❤❤❤❤ l,0.004382301,0.030457538,0.96516013,positive,0.7446236,0.0,0.202,0.798,0.9674,positive,0.6629171745196892
3327,3327,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@ThirumalappaM-yi7gr,22.12.2024,0.0,❤,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
3328,3328,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@ThirumalappaM-yi7gr,22.12.2024,0.0,Garnacho,GARNACHO,0.07891242,0.6043361,0.31675145,neutral,0.23345359,0.0,1.0,0.0,0.0,neutral,0.0
3329,3329,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@welidiluseko8527,21.12.2024,0.0,Garnacho FUTURE 🐐❤,Garnacho Future 🐐❤,0.0034282885,0.058994874,0.9375769,positive,0.73252225,0.0,0.488,0.512,0.6369,positive,0.47150203662046075
3330,3330,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@อย่าเว่าจิ,11.12.2024,0.0,น่าร๊ากกกกกกกกกกกกกกกกกกกกกก❤❤❤❤❤❤❤❤,So cute. ❤❤❤❤❤❤❤❤,0.0054718237,0.014618433,0.9799098,positive,0.750648,0.0,0.195,0.805,0.9907,positive,0.6668227728490808
3331,3331,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@MOHD_Sa,09.12.2024,0.0,والله 0 day غارناتشو,By God 0 day Garnaco,0.029671233,0.3691349,0.60119385,positive,0.5164766,0.0,0.656,0.344,0.2732,neutral,0.3310437384241189
3332,3332,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@lauraparkkinen614,07.12.2024,0.0,That is insane I’m also your idol,That is insane I’m also your idol,0.02872016,0.108483635,0.86279625,positive,0.6826586,0.31,0.69,0.0,-0.4019,neutral,-0.3004370971476541
3333,3333,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@AddoS3,04.12.2024,0.0,Mid,Mid,0.06383981,0.52181536,0.4143448,neutral,0.3368233,0.0,1.0,0.0,0.0,neutral,0.0
3334,3334,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@rahmathtp1468,28.11.2024,1.0,😍👍,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
3335,3335,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@أمعلوشأمعلوش-ر2ح,25.11.2024,0.0,I am a hero from Iraq and I love him very much,I am a hero from Iraq and I love him very much,0.0040297536,0.01596596,0.98000425,positive,0.75131804,0.0,0.562,0.438,0.8316,neutral,0.41198527523808753
3336,3336,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@Dedenwelatt,16.11.2024,0.0,I love garnacho,I Love Garnacho,0.0064684455,0.042064916,0.9514667,positive,0.73751026,0.0,0.323,0.677,0.6369,positive,0.5895656197900968
3337,3337,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@BenjamimGaldin,09.11.2024,0.0,Ou você que mora na Argentina dá oi para mim agora se eu sou Alejandro garnacho,Or you who live in Argentina give hi to me now if I'm Alejandro Garnacho,0.011419295,0.76316506,0.22541574,neutral,0.21078856,0.0,1.0,0.0,0.0,neutral,0.0
3338,3338,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@BlogWme,02.11.2024,1.0,Djiku liked this,Djiku liked this,0.038322005,0.64253986,0.3191381,neutral,0.27366024,0.0,0.417,0.583,0.4215,positive,0.5248424721060954
3339,3339,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@belaylegesa121,02.11.2024,3.0,Love Garnacho,LOVE GARNACHO,0.019868284,0.1128593,0.8672725,positive,0.689711,0.0,0.192,0.808,0.6369,positive,0.6684854838291419
3340,3340,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@pietropicciano8591,31.10.2024,0.0,Che bello garnacho❤❤,How nice Garnacho❤❤❤,0.005450249,0.018511489,0.9760383,positive,0.7489626,0.0,0.245,0.755,0.9468,positive,0.638122413695716
3341,3341,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@ricardohurtadovasquez4416,31.10.2024,0.0,GARNACHO🇦🇷🤫⚽🥇,Garnacho🇦🇷🤫⚽🥇,0.014528794,0.65146405,0.3340071,neutral,0.30903515,0.0,0.693,0.307,0.4767,neutral,0.2977054306087804
3342,3342,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@คชาชาญวรรณพงษ์,29.10.2024,0.0,garnacho,GARNACHO,0.07891242,0.6043361,0.31675145,neutral,0.23345359,0.0,1.0,0.0,0.0,neutral,0.0
3343,3343,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@hareshbhaivala552,28.10.2024,0.0,Garnacho ❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉,GARNACHO ❤❤❤❤ blaf,0.0049001165,0.02690085,0.968199,positive,0.74574476,0.0,0.263,0.737,0.9571,positive,0.6273292102736577
3344,3344,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@Helcurt_MVP,22.10.2024,0.0,o™,o™,0.11782786,0.7491395,0.13303259,neutral,0.015203556,0.0,1.0,0.0,0.0,neutral,0.0
3345,3345,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@rogueftw.16,20.10.2024,0.0,Nike pre ordering possible 🐐 😂🤣,Nike pre ordering possible 🐐 😂🤣,0.014142555,0.34720913,0.6386484,positive,0.55425745,0.091,0.574,0.335,0.7269,neutral,0.23927034081435633
3346,3346,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@KoZaw-g1n,19.10.2024,0.0,👍👍😮,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
3347,3347,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@bobbymooy7511,19.10.2024,1.0,wow,wow,0.107689336,0.3920011,0.5003096,positive,0.37361693,0.0,0.0,1.0,0.5859,positive,0.7615941559557649
3348,3348,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@Potterhead-17H,06.10.2024,0.0,Yess G❤❤,Yess G❤❤,0.0032434624,0.019756123,0.9770005,positive,0.75035065,0.0,0.323,0.677,0.8555,positive,0.5895656197900968
3349,3349,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@goatz_777,02.10.2024,0.0,Doner Nacho ALEJANDRO GARNACHO,Doner Nacho Alejandro Garnacho,0.016966773,0.86879903,0.11423421,neutral,0.09696184,0.0,1.0,0.0,0.0,neutral,0.0
3350,3350,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@AliOmar-rg3sq,29.09.2024,0.0,garncho  happy  20th  birthday  ❤❤❤❤  i  love  you   garncho     2024😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮,garncho  happy  20th  birthday  ❤❤❤❤  i  love  you   garncho     2024😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮,0.0028633631,0.010388674,0.986748,positive,0.7547426,0.0,0.779,0.221,0.9792,neutral,0.2174709747815004
3351,3351,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@EvelinaJumaeva,22.09.2024,0.0,❤❤❤❤❤❤❤❤❤😊😊❤❤,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
3352,3352,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@jimenanunez81,14.09.2024,0.0,GARNACHOOOOOO TE AMO,Garnachoooooo I love you,0.0055806953,0.01743352,0.97698575,positive,0.74932104,0.0,0.417,0.583,0.6369,positive,0.5248424721060954
3353,3353,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@ARNABYT149,14.09.2024,0.0,The next Ronaldo ❤,The next Ronaldo ❤,0.0025093122,0.045861535,0.95162916,positive,0.73938435,0.0,0.488,0.512,0.6369,positive,0.47150203662046075
3354,3354,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@erikpugner6754,12.09.2024,5.0,I Love garnacho His Aura is so cold and nice,I Love garnacho His Aura is so cold and nice,0.009108303,0.030419702,0.96047205,positive,0.74039984,0.0,0.524,0.476,0.8055,neutral,0.44303443250287444
3355,3355,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@chiggen2,11.09.2024,1.0,He is my fav player,He is my fav player,0.0044403407,0.029591653,0.965968,positive,0.7449575,0.0,0.571,0.429,0.4588,neutral,0.4044852554612365
3356,3356,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@CabdikaafimaxamedcabduqaadirJo,09.09.2024,0.0,Garnacho❤❤❤,GARNACHO❤❤.,0.004481453,0.02718663,0.96833193,positive,0.7459895,0.0,0.263,0.737,0.8555,positive,0.6273292102736577
3357,3357,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@oliviadcruz4095,04.09.2024,0.0,Sigma,Sigma,0.1095589,0.75287277,0.13756831,neutral,0.028002085,0.0,1.0,0.0,0.0,neutral,0.0
3358,3358,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@Mbasamzaidume,03.09.2024,0.0,GARNACHO🎉🎉🎉🎉❤,Garnacho🎉🎉🎉🎉❤,0.0029678605,0.010816574,0.9862156,positive,0.7544684,0.0,0.286,0.714,0.9325,positive,0.6131790026268569
3359,3359,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@AmenMandefro,02.09.2024,0.0,❤garnacho❤,❤Grenacho❤,0.0054608677,0.08329712,0.911242,positive,0.7191012,0.0,0.417,0.583,0.6369,positive,0.5248424721060954
3360,3360,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@No_andthebeadchets1,31.08.2024,0.0,Bruh,Bruh,0.172856,0.5530044,0.27413964,neutral,0.10093872,0.0,1.0,0.0,0.0,neutral,0.0
3361,3361,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@Умныйчеловек-е7щ,30.08.2024,0.0,Garnacho 2009☠️,GARNACHO 2009☠️,0.75512165,0.22094038,0.02393791,negative,-0.623789,0.0,1.0,0.0,0.0,neutral,0.0
3362,3362,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@Ronaldoali7,25.08.2024,0.0,Siuuuuuuu,Suuuuuuuuu,0.16400497,0.6286566,0.20733842,neutral,0.043306354,0.0,1.0,0.0,0.0,neutral,0.0
3363,3363,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@PhoenixHospital-nd8ui,20.08.2024,0.0,Pathetic services they don&#39;t allow Indians to sign in on their apps,Pathetic services they don&#39;t allow Indians to sign in on their apps,0.91910756,0.07376381,0.007128726,negative,-0.7220807,0.237,0.641,0.122,-0.4215,neutral,-0.11449570919711115
3364,3364,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@lindawilliams8289,14.08.2024,3.0,GARNACHO GOAT❤❤❤❤,Garnacho Goatark =,0.13273108,0.7803207,0.08694824,neutral,-0.04575088,0.0,1.0,0.0,0.0,neutral,0.0
3365,3365,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@damybi2933,13.08.2024,0.0,Doner kebav nacho alejandro garnacho,Doner Kebav Nacho Alejandro Garnacho,0.025990194,0.8659103,0.10809957,neutral,0.08192535,0.0,1.0,0.0,0.0,neutral,0.0
3366,3366,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@معتزحسام-ج2ز,11.08.2024,0.0,I love  nike,I love  nike,0.0060125473,0.035557058,0.95843035,positive,0.74087566,0.0,0.323,0.677,0.6369,positive,0.5895656197900968
3367,3367,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@dicegod831,10.08.2024,0.0,Garnacho is the young goat,Garnacho is the young goat,0.027464801,0.15816437,0.8143709,positive,0.65665275,0.0,1.0,0.0,0.0,neutral,0.0
3368,3368,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@Ronijuliantopixel,08.08.2024,1.0,Garnacho 🇦🇷,Garnacho 🇦🇷,0.03722906,0.681366,0.28140488,neutral,0.23943609,0.0,1.0,0.0,0.0,neutral,0.0
3369,3369,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@johncairns1392,03.08.2024,0.0,Garnacho is my idol,Garnacho is my idol,0.014891721,0.07144186,0.9136664,positive,0.71570075,0.0,1.0,0.0,0.0,neutral,0.0
3370,3370,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@Acorn_VR99,01.08.2024,2.0,Future king of football,Future king of football,0.005548626,0.11093485,0.88351655,positive,0.7053999,0.0,1.0,0.0,0.0,neutral,0.0
3371,3371,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@RonaldoAguilar-c8c,24.07.2024,0.0,Why did you ignored Messi,Why did you ignored Messi,0.4242942,0.52888775,0.04681807,neutral,-0.36051363,0.365,0.635,0.0,-0.3182,neutral,-0.34961054516462703
3372,3372,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@Ronijuliantopixel,22.07.2024,0.0,Garnacho🎉🎉🏴‍☠️,Garnacho🎉🎉🏴‍☠️,0.0023760835,0.022839991,0.9747839,positive,0.74976045,0.0,0.597,0.403,0.6597,neutral,0.38251294836992417
3373,3373,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@thilinianuruddhika-n5l,19.07.2024,0.0,Garnacho getting the same sponsor as Ronaldo 🔥🔥,Garnacho getting the same sponsor as Ronaldo 🔥🔥,0.009731049,0.25763196,0.7326369,positive,0.61870605,0.407,0.593,0.0,-0.5859,neutral,-0.3859224488509325
3374,3374,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@Mc-pob-u7n,19.07.2024,0.0,😅😂😂😂😂,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
3375,3375,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@KingMyles22,19.07.2024,0.0,#2 goat,#2 goat,0.097272284,0.66496,0.23776765,neutral,0.1395782,0.0,1.0,0.0,0.0,neutral,0.0
3376,3376,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@JerryTorres-r4p,10.07.2024,0.0,I love your gernacho,I love your gernacho,0.0059826407,0.036893766,0.9571236,positive,0.74029917,0.0,0.417,0.583,0.6369,positive,0.5248424721060954
3377,3377,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@SeyumHagaze,08.07.2024,4.0,I love garnacho skill,I love garnacho skill,0.0058007925,0.025190098,0.9690091,positive,0.74570453,0.0,0.417,0.583,0.6369,positive,0.5248424721060954
3378,3378,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@AbigailSadiki,27.06.2024,0.0,Good edit 🎉,Good edit 🎉,0.0037553182,0.018568972,0.9776757,positive,0.750422,0.0,0.263,0.737,0.6808,positive,0.6273292102736577
3379,3379,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@samanthacontreras9259,25.06.2024,0.0,Ssssiiiii,Ssssiiiii,0.09191839,0.63992316,0.2681585,neutral,0.1744378,0.0,1.0,0.0,0.0,neutral,0.0
3380,3380,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@mrbunny3881,24.06.2024,0.0,MAAAA BOI,Maaaa boi,0.08422823,0.6416383,0.2741334,neutral,0.18765473,0.0,1.0,0.0,0.0,neutral,0.0
3381,3381,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@facundoburgos5318,23.06.2024,0.0,Como dise el bambino: Garnachoooo... 🇦🇷🇦🇷🇦🇷🙌,As described the bambino: garnachoooo ... 🇦🇷🇦🇷🇦🇷🙌,0.00812803,0.116355926,0.87551606,positive,0.70004463,0.0,1.0,0.0,0.0,neutral,0.0
3382,3382,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@Mateymatihermanitos,22.06.2024,0.0,Garnacho🗿,Garnacho🗿,0.27094442,0.65622705,0.07282859,neutral,-0.19556388,0.0,1.0,0.0,0.0,neutral,0.0
3383,3383,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@conejoraphh,14.06.2024,0.0,cr7 🎉🎉🎉🎉🎉🎉🎉,cr7 🎉🎉🎉🎉🎉🎉🎉,0.0024110265,0.017485125,0.98010385,positive,0.7520654,0.0,0.297,0.703,0.9509,positive,0.606268543898231
3384,3384,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@Dr_arifvgmu,05.06.2024,0.0,Argentains are the blood of premier league❤,Argentains are the blood of premier league❤,0.0046664923,0.053955916,0.9413776,positive,0.7337075,0.0,0.656,0.344,0.6369,neutral,0.3310437384241189
3385,3385,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@DaviMrtns,31.05.2024,0.0,Mais algum brasileiro que achou q era o Vitor lo?,Any more Brazilian who thought was Vitor Lo?,0.054823607,0.9089192,0.03625714,neutral,-0.018564334,0.0,1.0,0.0,0.0,neutral,0.0
3386,3386,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@fadzaisvinurai918,31.05.2024,2.0,Garnacho is ❄️🥶,Garnacho is ❄️🥶,0.25319338,0.57449067,0.17231593,neutral,-0.08070157,0.0,1.0,0.0,0.0,neutral,0.0
3387,3387,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@sianmarshall9575,28.05.2024,0.0,Carnarvon Looks like me,Carnarvon Looks like me,0.047546815,0.8076763,0.14477688,neutral,0.09692482,0.0,0.545,0.455,0.3612,neutral,0.42600032550456335
3388,3388,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@Gabopro-E,27.05.2024,1.0,Siuuuu,Suuuuu,0.15977573,0.54725194,0.2929723,neutral,0.13241442,0.0,1.0,0.0,0.0,neutral,0.0
3389,3389,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@Agusprime875,24.05.2024,0.0,I love you garnacho,I love you garnacho,0.006524297,0.023146804,0.9703289,positive,0.7459691,0.0,0.417,0.583,0.6369,positive,0.5248424721060954
3390,3390,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@JustCloudy10,13.05.2024,0.0,Nası koyduk 3-2 puahahahha,How did we put it 3-2 puahahha,0.17616042,0.7619445,0.061895065,neutral,-0.11377064,0.0,1.0,0.0,0.0,neutral,0.0
3391,3391,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@mrchannel4291,26.04.2024,1.0,The prince 🔥🔥🔥,The prince 🔥🔥🔥,0.0050570704,0.04712048,0.94782245,positive,0.7364902,0.783,0.217,0.0,-0.7351,negative,-0.6544252575438889
3392,3392,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@MEX-789,22.04.2024,2.0,My goat🐐,My goat🐐,0.007210901,0.056466237,0.9363228,positive,0.73017955,0.0,1.0,0.0,0.0,neutral,0.0
3393,3393,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@KillerReview97,15.04.2024,0.0,Future Superstar,Future Superstar,0.008917609,0.34429768,0.6467847,positive,0.5634455,0.0,1.0,0.0,0.0,neutral,0.0
3394,3394,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@paulou33,13.04.2024,0.0,garnacho great skills,garnacho great skills,0.008161374,0.081172615,0.910666,positive,0.71751523,0.0,0.328,0.672,0.6249,positive,0.5862939408069981
3395,3395,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@bazaargamer3145,13.04.2024,0.0,Garnacho❤️🤍👑,GARNACHO❤️🤍👑,0.004305284,0.02961153,0.9660832,positive,0.74506885,0.0,1.0,0.0,0.0,neutral,0.0
3396,3396,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@MatenguReanaKahundu,12.04.2024,1.0,Our super star❤❤❤❤❤❤,Our super star❤❤❤❤❤❤,0.0025795235,0.011295539,0.98612493,positive,0.7545966,0.0,0.216,0.784,0.985,positive,0.6549966110275757
3397,3397,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@bruhyouagain,08.04.2024,0.0,goat,goat,0.068067014,0.41559964,0.51633334,positive,0.4204729,0.0,1.0,0.0,0.0,neutral,0.0
3398,3398,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@mikol1977,08.04.2024,0.0,El mufas,The mufas,0.44751695,0.47680718,0.07567588,neutral,-0.35560104,0.0,1.0,0.0,0.0,neutral,0.0
3399,3399,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@Monkeygorila-w6e,08.04.2024,47.0,The third 🐐,The third 🐐,0.0088381935,0.3509346,0.64022726,positive,0.55900794,0.0,1.0,0.0,0.0,neutral,0.0
3400,3400,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@xMariix14,05.04.2024,0.0,no way they made garnacho do this💀,no way they made garnacho do this💀,0.9057266,0.086481236,0.0077921627,negative,-0.7152906,0.239,0.761,0.0,-0.296,neutral,-0.2345509856135813
3401,3401,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@legendforever7,02.04.2024,1.0,SIUUU GARNACHO ❤,Siuuu Garnacho ❤,0.007769548,0.06389586,0.9283346,positive,0.72616464,0.0,0.417,0.583,0.6369,positive,0.5248424721060954
3402,3402,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@micaelacorbalan3284,24.03.2024,0.0,Aguante messi na sabes ni jugar,Messi na festivo you know or play,0.028691536,0.8266323,0.14467609,neutral,0.11546724,0.0,0.714,0.286,0.34,neutral,0.2784490730351264
3403,3403,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@ErinArchibald-k6t,21.03.2024,0.0,I have his hair ❤,I have his hair ❤,0.0041554924,0.11751663,0.87832797,positive,0.7034879,0.0,0.543,0.457,0.6369,neutral,0.4276359771927319
3404,3404,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@mrchannel4291,19.03.2024,41.0,Future superstar ❤️❤️,Future superstar ❤️❤️,0.0022025637,0.017167028,0.98063046,positive,0.75238454,0.0,1.0,0.0,0.0,neutral,0.0
3405,3405,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@eu_mesmo096,14.03.2024,0.0,👏👏👏,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
3406,3406,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@cristianmunoz3586,09.03.2024,2.0,🔥🔥🔥,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
3407,3407,KsCOOqDKszw,Alejandro Garnacho ⎮ Nike Premier League Flight Third Ball,10.0,16.03.2023,@sandipkaur3873,06.03.2024,0.0,this is like a garanacho ad,this is like a garanacho ad,0.646379,0.33084485,0.022776213,negative,-0.55363154,0.0,0.667,0.333,0.3612,neutral,0.3212138289885354
